"","date","text"
"599","January 14, 1963","Mr. Vice President, Mr. Speaker, Members of the 88th Congress:"
"600","September 30, 1962","The orders of the court in the case of Meredith versus Fair are beginning to be carried out. Mr. James Meredith is now in residence on the campus of the University of Mississippi."
"601","January 09, 1961","In Boston, Massachusetts, Kennedy gives his last formal address before assuming the presidency. He articulates the characteristics of leadership that he will try to model in his administration."
"602","January 30, 1961","President Kennedy delivers his first State of the Union before Congress only ten days after his inauguration. He discusses his many goals for the next four years, including economic growth in the United States and attentiveness to the rising Communist movements in China and Latin America. While Kennedy describes the state of the world as one fraught with danger and uncertainty, he expresses great confidence in the commitment of American government, the still-young United Nations, and the notion of American freedom which he believes will serve as an inspiration during the Cold War."
"603","February 21, 1961","President Kennedy offers several remarks on the Youth Fitness Program. He encourages vigorous, participatory lifestyles for the youth of the West and makes mention of the Peace Corps, which he plans to implement so that young men and women may go and spread education abroad."
"604","March 01, 1961","Recorded at a news conference held in the State Department Auditorium, Kennedy states that the Peace Corps is a tool to help qualified individuals assist the underdeveloped throughout the world, not a tool of propaganda. The President notes that a decent life acts as the foundation for peace and freedom."
"605","March 13, 1961","It is a great pleasure for Mrs. Kennedy and for me, for the Vice President and Mrs. Johnson, and for the Members of Congress, to welcome the Ambassadorial Corps of our Hemisphere, our long time friends, to the White House today. One hundred and thirty-nine years ago this week the United States, stirred by the heroic struggle of its fellow Americans, urged the independence and recognition of the new Latin American Republics. It was then, at the dawn of freedom throughout this hemisphere, that Bolivar spoke of his desire to see the Americas fashioned into the greatest region in the world, ""greatest,"" he said, ""not so much by virtue of her area and her wealth, as by her freedom and her glory."""
"606","April 20, 1961","Mr. Catledge, members of the American Society of Newspaper Editors, ladies and gentlemen:"
"607","April 27, 1961","President Kennedy speaks at the Waldorf-Astoria Hotel in New York City before the American Newspaper Publishers Association. Kennedy asks the press for their cooperation in fighting Communism by applying the same standards for publishing sensitive materials in the current Cold War that they would apply in an officially declared war."
"608","May 03, 1961","President Kennedy gives some remarks as he accepts an honorary degree bestowed by George Washington University. He describes the importance of universities in the time of the Cold War, and explains that though democracies may seem disadvantaged by their divisions, he believes “over the long run people want to be free,” and the West is capable of providing that freedom."
"609","May 17, 1961","President Kennedy provides an address before the assembled members of the Canadian Parliament in Ottawa. He states in French, “I feel that I am truly among friends,” and emphasizes warm relations between the United States and Canada throughout his speech. He also discusses the goals for further North Atlantic Treaty Organization (NATO) action to promote American and Canadian interests and security."
"610","June 06, 1961","President Kennedy offers a televised address upon returning from a trip to Europe. He discusses the state of a divided Germany and tells the American people about his high-level talks with Soviet premier Khrushchev. Kennedy notes that while Communists aren’t causing all the unrest across the world, they do take advantage of it, and the best way to counter this would be increased education and quality of life to help keep threatened countries free."
"611","June 07, 1961","President Kennedy congratulates the graduating class of the US Naval Academy on their success and connects his experience as a Naval Officer to the experiences they have ahead of them."
"612","July 25, 1961","There is no summary for this speech."
"613","September 25, 1961","There is no summary for this speech."
"614","October 12, 1961","President Kennedy speaks after receiving his honorary degree from the University of North Carolina. He emphasizes the importance of resolve and maturity as the country continues to struggle through the Cold War to protect what he sees as fundamental American freedoms."
"615","November 11, 1961","President Kennedy pays his respects to the nation's veterans at Arlington National Cemetery."
"616","November 16, 1961","At Edmundson Pavilion in Seattle, Washington, Kennedy declares that ""hard"" and ""soft"" power are not exclusive to each other or the only options in dealing with world events. Rather, he stresses that Americans must use both diplomacy and defense to defend freedom wherever necessary."
"617","December 06, 1961","President Kennedy speaks to the National Association of Manufacturers. He discusses the importance of avoiding protectionism and competing in the international market at a time when capitalism is being strongly challenged by the communism of the Soviet Bloc nations."
"618","December 07, 1961","President Kennedy speaks at the opening of the AFL-CIO Convention in Miami, Florida. He emphasizes the joint responsibility of labor and management in maintaining a stable price level to ensure America's economic growth."
"619","December 11, 1961","President Kennedy meets with a delegation of female representatives from the United Nations at the White House. He mentions his commitment to the ideas that led to the United Nations' founding and speaks with hope for how it may be used to promote diplomacy in the future."
"620","March 15, 1965","Johnson states that every man should have the right to vote and that the civil rights problems challenge the entire country, not one region or group. The President asks Congress to help him pass legislation that dictates clear, uniform guidelines for voting regardless of race or ethnicity and that allows all citizens to register to vote free from harassment."
"621","August 06, 1965","Johnson speaks about the Voting Rights Act as simply righting a wrong.  He remarks that the freedom of America has gone too long excluding African Americans, noting the century-long failure of the Fifteenth Amendment to achieve its purpose.  President Johnson pledges not to cease in making sure all barriers to voting have been eliminated.  He also challenges Black leaders to educate other Blacks about their new rights so they may better utilize them.  Johnson praises the Act as a victory not only for Blacks but all Americans."
"622","March 31, 1968","There is no summary for this speech."
"623","January 14, 1969","There is no summary for this speech."
"624","October 31, 1968","As a result of progress in the Paris peace talks, Johnson announces the cessation of bombing in North Vietnam and expresses his hope that the talks may continue to move forward successfully. The President cautions that the talks require more time and patience but points to the strengthening South Vietnamese government and troops as hopeful signs."
"625","July 01, 1968","President Johnson speech announces the signing of the treaty which he announces as the most important treaty since the beginning of the nuclear age.  He explains the purpose of the treaty—to limit the spread of nuclear weapons, abate the nuclear arms race, reduce danger and fear among the nations’ citizens, and to lay the foundation for future cooperation and peace.  Johnson also affirms the treaty as the collaborative effort of all nations involved to instate world order.  At the end of the speech, President Johnson officially announces the agreement between the USSR and United States to reduce offensive nuclear arms and defense systems."
"626","April 11, 1968","At the time he signs a new Civil Rights Act to provide fair housing for all Americans, President Johnson remarks on the significance of the historical occasion and recalls his other achievements in securing civil rights.  Johnson calls upon Congress to enact these new laws, and urges the American public to support them.  He proclaims that the real way to foster progress— today and in the future—is to pursue rights through the process of law."
"627","April 03, 1968","President Johnson makes some brief remarks prior to his trip to Honolulu. He addresses a message from the North Vietnamese government which announces their intention to initiate talks. Johnson stands by his position that the United States will send representatives to discuss a peaceful resolution to the conflict at any time and any place. "
"628","April 01, 1968","President Johnson delivers an address to the National Association of Broadcasters. He addresses the importance of the members of the broadcast media in informing the public and providing the facts that shape national opinion. Johnson places great value on members of the electornic press, saying that they have a public trust and must remain vigilant in their duties for the sake of liberty."
"629","January 17, 1968","There is no summary for this speech."
"630","December 19, 1967","President Johnson holds a conversation-style interview with several reporters from the major outlets. He faces numerous questions about foreign policy, with Vietnam, the Soviet Union, Israel, France, and China all being discussed. He also discusses the youth of the nation, among them dissenters and anti-war demonstrators, and programs he plans to prioritize in 1968."
"631","November 17, 1967","President Johnson holds a press conference almost entirely focused on the increased tensions and force levels in Vietnam. Johnson grapples with criticisms of his handling of the bombing situation, among other strategic decisions, and reflects on his time after four years in office. "
"632","September 29, 1967","President Johnson reiterates the view of the administration that the security of the United States and the entire free world is at stake in Southeast Asia, and that the U.S. will not abandon the commitments it has made in the region.  Johnson quotes Southeast Asian leaders who agree that the U.S. presence is integral to preventing the malevolent spread of communism.  He even goes on to say that, had the U.S. not intervened, Communism would dominate Southeast Asia and bring the world closer to a Third World War.  President Johnson also provides answers to some of the concerns of the American public, and expresses the readiness of the U.S. and South Vietnam to negotiate peace whenever North Vietnam so chooses."
"633","August 18, 1967","President Johnson holds a press conference where he discusses several subjects related to Vietnam, such as concerns about the fairness of their impending elections and the Tonkin Gulf Resolution. Plans for domestic economics are discussed, as is the tense situation in the Middle East."
"634","May 30, 1963","Johnson challenges the nation to transform the laws and proclamations about equality from rhetoric to fact by persevering together for the sake of the entire nation."
"635","November 28, 1963","There is no summary for this speech."
"636","December 17, 1963","There is no summary for this speech."
"637","January 08, 1964","Johnson outlines the goals of his administration, which emphasize domestic problems like poverty, high taxes, an unbalanced budget and racial discrimination. In his 10-point foreign policy agenda, the President highlights programs that encourage peace through food, science, and alliances instead of stockpiling weapons."
"638","February 01, 1964","President Johnson holds a press conference to issue general announcements from the White House and field questions from members of the press. Foreign policy and early campaigning efforts for the 1964 presidential election are discussed, as is the progress of civil rights legislature and the consideration of women as a group which faces discrimination. "
"639","February 21, 1964","President Johnson uses the familiar theme of democracy as a heritage and an impetus for the United States’ pursuit of peace around the world.  He outlines current international problems and the United States’ role in resolving them.  Johnson also mentions the successes of freedom and emphasizes the U.S. desire and responsibility to reward the peaceful actions of foreign nations."
"640","February 29, 1964"," President Johnson holds a press conference at the State Department following his announcement of several nominations and appointments of State Department personnel. The press conference was not convened to discuss a single issue, but touches on foreign policy, President Johnson’s first 100 days in office, and the impending presidential election in the fall."
"641","March 07, 1964","President Johnson holds a press conference at the White House where he announces several appointments, the creation of the Commission of Heart Disease, Cancer, and Stroke, and relations in South America. Questions address the subjects of President Johnson’s views on the vice presidency and American interaction with the Soviet Union and Vietnam."
"642","April 16, 1964","President Johnson speaks at the State Department, briefly discussing the state of the nation’s economy before moving onto questions from the press. There is discussion on the strength of the military, Medicare, and how Johnson’s support for pending civil rights legislation may influence the outcome of the approaching election."
"643","April 20, 1964","There is no summary for this speech."
"644","May 06, 1964","President Johnson speaks at a press conference on the South Lawn of the White House. After speaking about the economy, President Johnson answers questions related to a variety of topics including military strategy in Vietnam, the boycott of Cuba, and his “War on Poverty” programs."
"645","May 22, 1964","Johnson illustrates his vision for a Great Society in America, as he challenges graduates to continue working to improve the nation. This plan for domestic reform concentrates on revitalizing cities, beautifying the countryside, and reforming the educational system."
"646","July 24, 1964","President Johnson speaks at a press conference held at the State Department. Questions from the press mostly pertain to United States strategy in Vietnam and Senator Barry Goldwater, Johnson’s primary opponent in the presidential election in the fall. "
"647","August 04, 1964","Johnson informs the American people of the attack on U.S. warships in the Gulf of Tonkin by gunboats from North Vietnam, and reports that a retaliatory attack is already in progress.  He reiterates the firm commitment the U.S. made to secure a peaceful South Vietnam.  In addition, Johnson describes his plan to involve the UN Security Council and obtain an affirmative resolution from Congress. "
"648","August 05, 1964","President Lyndon Johnson speaks at Syracuse University about his Administration's goals in Southeast Asia. He sees the primary goal of military action in the region as enabling ""the will of the world for peace"" and publicly affirming that America will not abandon its allies in the Cold War."
"649","August 27, 1964","There is no summary for this speech."
"650","October 09, 1964","Campaigning for re-election, Johnson highlights the need for courage, confidence and commonsense in American government, and he cites his administrations' success in avoiding recessions and containing communism. The President calls for unity in Congress and in the country for implementing the Civil Rights Bill."
"651","October 18, 1964","There is no summary for this speech."
"652","January 04, 1965","President Johnson begins his State of the Union address by asserting that the state of the Union is dependent on the state of the world.  He compares the American fight for freedom with the struggles of emerging nations and those threatened by communism.  Johnson presents an explanation for U.S. presence in Vietnam, claiming that U.S. security is tied to that of Asia.  The President also further defines the aims of the Great Society, and sets forth a series of proposals to further advance it."
"653","February 04, 1965","President Johnson holds a press conference where he provides announcements on agriculture in America and voter registration in Alabama. He then takes questions from members of the press on several topics, including exchanging visits with Soviet leaders, involvement in Vietnam, and progress on civil rights in the South. "
"654","March 13, 1965","President Johnson holds a press conference to discuss recent events in Selma, Alabama and his meeting with Governor Wallace. Questions from the press mostly pertain to civil rights and the growing moderation in the South, though the discussion touches on removing military dependents from an increasingly dangerous Vietnam while attempting to negotiate an early end to problems there. "
"655","March 20, 1965","President Johnson holds a press conference at the LBJ Ranch in Texas. He discusses presidential appointments, the United States’ goal in Vietnam, and interactions with Governor Wallace of Alabama. Questions from members of the press pertain to the duration and extent of federal assistance in Alabama, the voting rights bill, and Vietnam."
"656","March 26, 1965","President Johnson offers recognition of Major Grissom and Commander Young, two astronauts who have recently returned from space. Major Gus Grissom is, as of this landing, is the first man to enter space twice. Johnson also praises the efforts of NASA's extensive support and ground staff, who he delcares the astronauts are always first to recognize as equally responsible for successful launches."
"657","March 26, 1965","President Lyndon Johnson announces the arrest of four Ku Klux Klan members accused of murdering Violo Liuzzo, a civil rights activist. He praises the professional action of the FBI and mentions plans to support legislation aimed at bringing ""the activities of the Klan under effective control of the law."""
"658","April 07, 1965","Mr. Garland, Senator Brewster, Senator Tydings, Members of the congressional delegation, members of the faculty of Johns Hopkins, student body, my fellow Americans."
"659","April 27, 1965","President Johnson holds a press conference in the East Room of the White House. There is no specific focus of this conference, as the President addresses Vietnam and developments in the steel industry before being asked questions on foreign relations and civil rights, including his War on Poverty, at home."
"660","April 28, 1965","President Johnson makes a brief statement about his decision to order American troops to the Dominican Republic to protect American citizens. The video begins after Johnson has already begun talking, and it omits the first sentence of the statement: ""I have just concluded a meeting with the leaders of the Congress."""
"661","May 02, 1965","There is no summary for this speech."
"662","April 29, 1974","In response to the House Judiciary Committee’s subpoena for White House tapes, President Nixon addresses the American people to explain the tape transcripts he is releasing. He defends his innocence in the Watergate scandal while also reiterating his belief in the right to presidential privacy."
"663","February 25, 1974","President Nixon talks about several issues, including the energy situation and the Watergate investigation that recently came to the attention of the American public. Nixon calmly rejects the notions that he will be impeached or resign. He attempts to keep the conference focused on rising oil prices and shortages and indications that the country might spiral into a recession."
"664","January 30, 1974","President Nixon reviews the progress of the previous five years and evaluates how America has met the challenges those years presented. He dismisses the idea that a recession is coming and concentrates on outlining the problems which the administration will combat, including transportation, inflation, and especially the energy crisis. Nixon briefly mentions the Watergate scandal and expresses his intent to remain at the post to which he was elected."
"665","August 15, 1973","President Nixon sets out to address the charges made against those in his administration and provide the American public with a perspective on the situation from the President's viewpoint. He states his assumption of responsibility for the incident, but stresses his lack of knowledge of the situation. The President recounts his requests for the facts and denounces the actions of the criminals. Nixon stresses the importance of moving forward with other pressing issues facing the country."
"666","January 23, 1973","President Nixon announces to the nation and the world that the United States and the Democratic Republic of Vietnam have come to an agreement to end the war in Vietnam. He describes his desire not to settle for just any peace, but one which is sustainable and amenable to the parties involved. The President commends the efforts of the South Vietnamese people and the sacrifices of the American military, and he asks the American people to honor their efforts by supporting lasting peace in the region."
"667","January 20, 1973","President Nixon speaks on the theme of responsibility—for individuals, for America as a whole, and for other countries throughout the world. He mentions the great successes in the American pursuit of world peace. The President emphasizes that without the leadership of the United States, peace in the world would be endangered. Nixon also reminds Americans that in order to be a great peacekeeper among nations, the United States must uphold its domestic responsibilities and work toward progress at home. "
"668","November 07, 1972","After winning reelection, President Nixon thanks his supporters and highlights the election’s high voter turnout. Nixon also mentions the utility of American politics and implores the public, especially those who supported George McGovern, to continue to participate in the democratic process to help ensure that political competition produces the best leaders for America. "
"669","November 06, 1972","President Nixon addresses the nation on the eve of the election urging all Americans to vote, keeping in mind one overriding issue—peace in Vietnam. He promises to bring the long difficult war to an end and urges the American people to send a message to leaders of the world with their votes, that they back the President of the United States and that the United States seek peace with honor and never peace with surrender."
"670","May 08, 1972","In his address, President Nixon expresses his frustration with the North Vietnamese and their unwillingness to negotiate an end to the war. He stresses that the United States has been willing to reach reasonable terms but must protect the lives of Americans at risk. President Nixon demands genuine peace, not a peace that is merely a prelude to another war."
"671","November 03, 1969","President Nixon assures the American people that he is taking all necessary measures to push towards peace and end the Vietnam War.   He does not advocate withdrawing troops, but instead negotiating peace. The President remains sympathetic to the American call for peace but pushes forward with steadfast intention to end the war and ensure stability in South Vietnam."
"672","January 22, 1970","President Nixon proposes that the new decade should be a time of governmental reform. He first urges that America strive to achieve its pursuit of peace throughout the world. The President then puts forth his plan for economic growth and proposes a balanced budget as the basis for this growth. Nixon also suggests reworking the welfare system, combating urban crime, and rewarding environmental responsibility as part of his new plan for America."
"673","January 22, 1971","President Nixon urges Congress to continue the progress of the previous Congress. He reiterates his desire to continue to improve the environment and abolish the current welfare system to create one which helps people help themselves. He also focuses on new policies including making health care accessible, revenue sharing for state and local governments, and consolidating cabinet departments from twelve to eight."
"674","February 25, 1971","President Nixon addresses Congress over the radio about U.S. foreign policy, emphasizing the need for a new foreign policy as a direct consequence of the events in the Vietnam War. He touches on a number of foreign policy subjects from all points around the globe. The President calls for more self-reliance and peaceful settlements for nations around the world struggling with turmoil.  "
"675","April 07, 1971","President Nixon reports that Vietnamization has succeeded. He now plans to increase the rate of American withdrawals because of the increased strength of the South Vietnamese, the success of the Cambodian operation, and the achievements of the South Vietnamese operation in Laos. President Nixon assures the public that an end to American involvement in Vietnam is near."
"676","May 20, 1971","President Nixon addresses the nation to announce a significant development between the United States and the Soviet Union regarding the limitation of the deployment of anti-ballistic missile systems (ABMs). Both nations have promised to make this agreement a top priority in the coming year, working together to limit ABMs. The President notes that intensive negotiations will follow to codify the pledge between the two nations but reports that this commitment is a major breakthrough for both nations."
"677","January 20, 1972","President Nixon describes the current needs of the country as bipartisan priorities. He talks about the need for America to maintain lasting peace and sets out his policy for defending freedom worldwide. Domestically, the President states his desire to create jobs, increase income, and attain full employment through increasing industrial competitiveness."
"678","January 25, 1972","President Nixon announces a public plan to end the Vietnam War on behalf of the U.S. and South Vietnamese governments. The plan includes an offer to withdraw all American forces within six months of an agreement and to return all prisoners of war to their countries. He urges the enemy to seek immediate peace negotiations."
"679","January 12, 1977","Mr. Speaker, Mr. Vice President, members of the 95th Congress, and distinguished guests:"
"680","January 19, 1976","Mr. Speaker, Mr. Vice President, members of the 94th Congress, and distinguished guests:"
"681","December 07, 1975","Thank you very much, Dr. Kleinjans. Governor Ariyoshi, Senator Fong, Congressman Matsunaga, Dr. Matsuda, students, faculty, and members of the community here in Hawaii:"
"682","August 01, 1975","Ford's address to Brezhnev and other European leaders at the controversial Conference on Security and Cooperation in Europe. After the particularly difficult conference, Ford speaks forcefully of the ""deep devotion of the American people and their government to human rights and fundamental freedoms."""
"683","May 27, 1975","President Ford addresses the American people to discuss his efforts to pass an energy policy bill. He points to a lack of cooperation by Congress to enact any legislation to make the United States less dependent on foreign oil, conserve energy, and increase domestic production. The President and Congres eventually reach an agreement in December 1975 with the passage of the Omnibus Energy Bill.  "
"684","April 23, 1975","At Tulane University in New Orleans, President Ford talks about the fall of South Vietnam. He declares that the United States will not intervene in the current crisis in Vietnam. Six days later, Saigon falls, and the final Americans are evacuated from the U.S. embassy."
"685","January 15, 1975","Mr. Speaker, Mr. Vice President, members of the 94th Congress, and distinguished guests:"
"686","October 08, 1974","Ford addresses Congress on his proposal to improve the economy and the tax increase at the center of that proposal. The speech became famous for the ""Whip Inflation Now"" or ""WIN"" program that Ford unveiled that evening."
"687","September 18, 1974","There is no summary for this speech."
"688","September 16, 1974","Ford unveils his controversial clemency plan for Vietnam Era Draft Evaders which calls for draft evaders to ""earn their return to the mainstream of American society."""
"689","August 09, 1974","Ford asks for the support of the American people, despite not being elected, so that he may work to bring peace in the world and at home. Ford urges a return to honesty and confidence in politics and takes heart in the effectiveness of the Constitution."
"690","September 17, 1978","President Carter reviews the agreements between President Sadat and Prime Minister Begin to settle the Palestinian settlement problems in Israel and to allow Egypt sovereignty over Sinai. The President emphasizes that more issues must be settled, but he congratulates the two leaders on a historic first step."
"691","January 14, 1981","Good evening. In a few days I will lay down my official responsibilities in this office, to take up once more the only title in our democracy superior to that of President, the title of citizen."
"692","August 14, 1980","There is no summary for this speech."
"693","April 25, 1980","On the subject of the Iran Hostage Affair, Carter informs the nation of the failed attempt to rescue the American hostages, via military means."
"694","January 23, 1980","The President outlines the challenges America faces in the world, highlighting the serious Soviet threat to other countries after its invasion of Afghanistan, and he warns that any attempt to take over the Persian Gulf region will be seen as a threat to the U.S. interests. Carter continues to maintain America's military strength, but he stresses the importance of his economic and energy policies to further improve the nation's defense."
"695","January 04, 1980","President Carter addresses the nation on the serious implications of the Soviet invasion of Afghanistan because the move threatens stability and peace in the region. The President outlines the economic and political restrictions he placed on the Soviet Union as a result of the invasion and calls other nations to stand up to Soviet aggression."
"696","January 23, 1979","Mr. President, Mr. Speaker, members of the 96th Congress, and my fellow citizens:"
"697","December 15, 1978","President Carter announces the reestablishment of diplomatic relations between the United States and the People’s Republic of China, before moving on to justify this normalization of relations and also to reconfirm America’s stance on Taiwan."
"698","October 24, 1978","There is no summary for this speech."
"699","January 19, 1978","Mr. President, Mr. Speaker, members of the 95th Congress, ladies and gentlemen:"
"700","October 22, 1976","Good evening, I am Barbara Walters, moderator of the last of the debates of 1976 between Gerald R. Ford, Republican candidate for President, and Jimmy Carter, Democratic candidate for President."
"701","February 02, 1977","President Carter speaks to the American people about the importance of an energy policy that focuses on conservation of the nation's natural resources and a new energy department. Carter also addresses his ideas to improve the economy and reduce the size of government."
"702","March 09, 1977","Carter introduces a youth employment package to Congress and lifts the restrictions for U.S. citizens to travel to North Korea, Vietnam, Cambodia, and Cuba. The President then answers questions regarding human rights, weapons buildup, and Middle Eastern affairs."
"703","April 18, 1977","There is no summary for this speech."
"704","May 22, 1977","Addressing the University of Notre Dame, in Indiana, Carter presents a broad consideration of American history, and America’s role in the contemporary international arena; particularly in relation to human rights, the spread of democracy, apartheid and nuclear arms. He also emphasizes his commitment to bringing about a détente with the USSR."
"705","September 07, 1977","In the company of President Ford, Mrs Johnson, William Rogers and Henry Kissinger, Carter explains the significance of a Treaty which took years of diplomatic effort to bring about and symbolized a step forward in American relations with Latin America."
"706","November 08, 1977","Amid looming concern regarding the scarcity of oil resources President Carter delivers a message in stark terms, urging Americans to band together in order to eliminate the wasting of energy resources."
"707","January 27, 1987","Mr. Speaker, Mr. President, distinguished Members of Congress, honored guests, and fellow citizens:"
"708","December 08, 1987","President Ronald Reagan and Soviet Premier Mikhail Gorbachev make remarks before they sign the INF Treaty, a landmark treaty that called for the destruction of more than 2,600 Soviet and American nuclear weapons. Their speeches are translated into and from Russian by a translator."
"709","December 10, 1987","Good evening. As I am speaking to you now, General Secretary Gorbachev is leaving on his return trip to the Soviet Union. His departure marks the end of three historic days here in Washington in which Mr. Gorbachev and I continued to build a foundation for better relations between our governments and our peoples. During these three days we took a step—only a first step, but still a critical one—toward building a more durable peace, indeed, a step that may be the most important taken since World War II to slow down the arms buildup."
"710","January 25, 1988","Mr. Speaker, Mr. President, and distinguished Members of the House and Senate:"
"711","May 31, 1988","President Reagan speaks of specific freedoms in the United States that he hopes Russians themselves will be able to experience. He introduces the possibilities of greater exchange programs between American and Russian students, future tourism, and economic exchange between the two nations. He speaks of strategic arms reductions, the withdrawal from Afghanistan, and the hope for future peace in African nations. He ends the speech with a question and answer session with the faculty and students."
"712","August 15, 1988","Madam Chairman, delegates to the convention, and fellow citizens:"
"713","September 26, 1988","Mr. President, Mr. General Secretary, distinguished delegates: Half a world away from this place of peace, the firing, the killing, the bloodshed in two merciless conflicts have, for the first time in recent memory, diminished. After adding terrible new names to the roll call of human horror—names such as Halabja, Maidan Shahr, and Spin Buldak—there is today hope of peace in the Persian Gulf and Afghanistan. So, too, in the highlands and coastal cities of southern Africa—places of civil war, places of occupation by foreign troops—talk of peace is heard, peace for the tortured nation of Angola."
"714","November 11, 1988","At a Veteran's Day Ceremony, Reagan praises those who fought in the nation's wars and thanks the families that sacrificed their loved ones."
"715","December 16, 1988","Well, thank you very much for that warm welcome. Governor Baliles, Congressman Slaughter, and my very special thanks, too, to Senator Warner and President O'Neil for suggesting this invitation. And you know, as President, I have certain privileges. So, I checked with President O'Neil, and I'm delighted to announce that starting Monday night you all have 4 weeks off."
"716","January 11, 1989","In this broadcast from the Oval Office, President Reagan mentions two triumphs from his presidency: the economic recovery and the recovery of American morale. He discusses America's changing relations with the Soviet Union and shares his regret for the deficit that deepened during his time in office. He concludes by addressing America's sense of patriotism and refers to the nation as ""a shining city on a hill."""
"717","July 17, 1980","Reagan accepts his nomination as the Republican candidate for the forthcoming Presidential election. The future-Chief Executive then moves on to deliver a sustained critique of the current Carter administration, whilst outlining his own vision for the future."
"718","January 29, 1981","The President: How do you do? I have a brief opening statement here before I take your questions."
"719","April 28, 1981","Mr. Speaker, Mr. President, distinguished Members of the Congress, honored guests, and fellow citizens:"
"720","May 17, 1981","Father Hesburgh, I thank you very much and for so many things. The distinguished honor that you've conferred upon me here today, I must say, however, compounds a sense of guilt that I have nursed for almost 50 years. I thought the first degree I was given was honorary. But it's wonderful to be here today with Governor Orr, Governor Bowen, Senators Lugar and Quayle, and Representative Hiler, these distinguished honorees, the trustees, administration, faculty, students, and friends of Notre Dame and, most important, the graduating class of 1981."
"721","June 29, 1981","Chairwoman Margaret Bush Wilson, I thank you very much for that introduction and that explanation also of my year's tardiness in getting here."
"722","July 27, 1981","In this address, President Reagan spoke about cutting taxes and government spending as part of his economic recovery program, targeting the national debt."
"723","August 03, 1981","President Ronald Reagan speaks about the air traffic controllers strike. He states very clearly that if the striking union workers do not report to work in 48 hours, they will be fired from their jobs. The President then takes questions along with Attorney General William French Smith and Secretary of Transportation Andrew Lewis, Jr."
"724","November 18, 1981","Officers, ladies and gentlemen of the National Press Club and, as of a very short time ago, fellow members:"
"725","December 23, 1981","There is no summary for this speech."
"726","January 26, 1982","Mr. Speaker, Mr. President, distinguished Members of the Congress, honored guests, and fellow citizens:"
"727","June 08, 1982","Often considered the original ""evil empire"" speech, Reagan predicts that Communism will be left on the ""ash-heap of history."" He quotes Winston Churchill on numerous occasions and praises the British for the Falklands War. He concludes with a call for a ""crusade for freedom."""
"728","February 18, 1983","Ladies and gentlemen, Mr. Chairman, reverend clergy, Mickey, I thank you very much for those very kind words, and I thank all of you for certainly a most hearty and warm welcome."
"729","March 23, 1983","My fellow Americans, thank you for sharing your time with me tonight."
"730","April 27, 1983","Speaker of the House Tip O'Neill introduces President Ronald Reagan to the U.S. Congress. Reagan speaks to his audience about the U.S. interests in Central America and problems facing countries such as El Salvador and Nicaragua. He then outlines four U.S. goals in Central America: supporting democracy and reform, economic development, security in the region, and dialog and negotiations. "
"731","September 05, 1983","President Ronald Reagan speaks to the American public about the Soviet Union shooting down a Korean passenger plane, killing 269 passengers. He outlines the details of the attack and its affect on U.S.-Soviet relations.   "
"732","October 27, 1983","There is no summary for this speech."
"733","November 02, 1983","Mrs. King, members of the King family, distinguished Members of the Congress, ladies and gentlemen, honored guests, I'm very pleased to welcome you to the White House, the home that belongs to all of us, the American people."
"734","November 04, 1983","Officers and men and women of the corps, ladies and gentlemen, I came here today to pay homage to the heroes of Lebanon and Grenada. We grieve along with the families of these brave, proud Americans who have given their lives for their country and for the preservation of peace."
"735","January 25, 1984","Mr. Speaker, Mr. President, distinguished members of the Congress, honored guests, and fellow citizens:"
"736","January 29, 1984","In January 1984, President Ronald Reagan spoke to the American public announcing his candidacy for reelection. He outlines some of the accomplishments of his first four years, especially in the economic realm, but notes that his work is not done. "
"737","May 28, 1984","There is no summary for this speech."
"738","June 03, 1984","There is no summary for this speech."
"739","January 05, 1993","Bush says that the United States must promote peace without acting as the ""world's policeman."" He also recognizes the necessity of force in some cases."
"740","December 15, 1992","""The Soviet Union did not simply lose the Cold War; the Western democracies won it."" Bush says that the United States and the rest of the ""democratic community"" must continue to fight for democracy in the wake of the Cold War."
"741","December 04, 1992","There is no summary for this speech."
"742","October 11, 1992","Jim Lehrer. Good evening, and welcome to the first of three debates among the major candidates for President of the United States, sponsored by the Commission on Presidential Debates. The candidates are independent candidate Ross Perot; Governor Bill Clinton, the Democratic nominee; and President George Bush, the Republican nominee."
"743","August 20, 1992","Bush reflects on the successes of his administration and defends his stance on the economy and foreign policy."
"744","January 28, 1992","Mr. Speaker and Mr. President, distinguished members of Congress, honored guests, and fellow citizens:"
"745","July 31, 1991","President Gorbachev. Good evening, ladies and gentlemen. The basic part of the visit, the official visit of the President of the United States of America to the Soviet Union, is behind us. And there are many things that are important which are still ahead within the framework of this big political international event."
"746","March 06, 1991","Bush declares the end of the Persian Gulf War to be ""a victory for unprecedented international cooperation and diplomacy."""
"747","January 29, 1991","President Bush sees the allied invasion of Iraq as an indication of post-Cold War unity against aggression. He also discusses economic growth and the ability of the individual to affect change."
"748","January 16, 1991","Bush explains that the aerial invasion of Iraq comes after months of failed negotiations with Saddam Hussein. The United States enters Iraq with the support of twenty-eight nations and the United Nations."
"749","October 02, 1990","In a direct appeal to the American people, Bush asks for support for a deficit reduction agreement."
